clique,tamanho,participantes
266,23,P004;P007;P013;P015;P018;P022;P035;P037;P041;P048;P056;P060;P072;P081;P082;P087;P092;P098;P111;P116;P121;P126;P131
267,23,P004;P007;P013;P015;P018;P022;P037;P041;P048;P056;P060;P071;P072;P081;P082;P087;P092;P098;P111;P116;P121;P126;P131
268,23,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P126;P131
269,23,P004;P007;P013;P015;P018;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P116;P117;P126;P131
270,23,P005;P007;P013;P015;P022;P035;P036;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P121;P126;P131;P133
271,23,P005;P007;P013;P015;P022;P035;P037;P048;P056;P072;P081;P087;P088;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
272,23,P005;P007;P013;P015;P025;P035;P041;P056;P062;P081;P087;P088;P091;P092;P094;P099;P103;P111;P116;P117;P121;P126;P131
273,23,P005;P007;P013;P015;P025;P035;P043;P056;P062;P081;P087;P088;P091;P092;P094;P099;P104;P111;P116;P121;P126;P131;P133
274,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
275,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P080;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133
276,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P103;P111;P116;P117;P122;P126;P131
277,23,P005;P007;P013;P015;P025;P049;P055;P071;P072;P081;P086;P088;P091;P092;P094;P099;P111;P116;P117;P122;P126;P131;P133
278,23,P005;P007;P013;P015;P041;P043;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P111;P116;P117;P121;P126;P131
279,23,P005;P007;P013;P015;P041;P044;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P121;P126;P131
280,23,P005;P007;P013;P015;P041;P048;P056;P071;P072;P080;P082;P087;P091;P092;P094;P098;P103;P111;P116;P117;P121;P126;P131
281,22,P001;P004;P007;P013;P015;P018;P025;P030;P049;P072;P081;P086;P088;P092;P094;P099;P111;P116;P117;P126;P131;P133
282,22,P001;P004;P015;P018;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P103;P111;P116;P121;P126;P131
283,22,P001;P004;P015;P018;P022;P037;P041;P044;P048;P056;P064;P071;P072;P082;P087;P098;P103;P111;P116;P121;P126;P131
284,22,P004;P005;P007;P013;P015;P018;P025;P030;P049;P072;P081;P086;P088;P092;P094;P099;P111;P116;P117;P126;P131;P133
285,22,P004;P005;P007;P013;P015;P018;P025;P046;P059;P081;P087;P088;P092;P098;P099;P103;P106;P111;P116;P117;P126;P131
286,22,P004;P007;P013;P015;P036;P037;P041;P048;P056;P060;P066;P072;P081;P087;P088;P092;P098;P099;P106;P111;P126;P131
287,22,P007;P013;P015;P022;P035;P036;P037;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
288,22,P007;P013;P015;P022;P035;P036;P043;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
289,22,P007;P013;P015;P022;P035;P037;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
290,22,P007;P013;P015;P022;P035;P043;P048;P056;P060;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
291,22,P007;P013;P015;P022;P036;P037;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
292,22,P007;P013;P015;P022;P036;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P121;P126;P131;P133
293,22,P007;P013;P015;P022;P037;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
294,22,P007;P013;P015;P022;P043;P048;P056;P060;P071;P072;P081;P087;P088;P092;P099;P104;P111;P116;P121;P126;P131;P133
295,22,P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P080;P091;P092;P098;P111;P116;P121;P124;P126;P131
296,21,P001;P004;P007;P013;P015;P018;P022;P030;P054;P072;P081;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131
297,21,P001;P004;P007;P013;P015;P018;P030;P054;P059;P072;P081;P086;P092;P094;P099;P103;P111;P116;P117;P126;P131
298,21,P001;P004;P007;P013;P015;P018;P030;P054;P059;P072;P081;P092;P094;P098;P099;P103;P111;P116;P117;P126;P131
299,21,P001;P004;P015;P018;P022;P035;P037;P041;P048;P056;P064;P072;P082;P087;P098;P103;P111;P116;P121;P126;P131
300,21,P001;P007;P008;P013;P015;P022;P037;P041;P048;P056;P071;P072;P087;P092;P098;P111;P116;P121;P126;P131;P133
301,21,P001;P007;P008;P013;P015;P025;P043;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P126;P131
302,21,P001;P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P126;P131
303,21,P001;P015;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P103;P111;P116;P121;P122;P126;P131
304,21,P001;P015;P025;P041;P044;P048;P056;P064;P071;P072;P077;P080;P087;P098;P103;P111;P116;P121;P122;P126;P131
305,21,P004;P007;P013;P015;P018;P037;P041;P048;P056;P060;P066;P072;P081;P082;P087;P092;P098;P111;P116;P126;P131
306,21,P004;P007;P013;P015;P018;P041;P048;P056;P060;P066;P072;P081;P082;P087;P092;P098;P111;P116;P117;P126;P131
307,21,P004;P015;P018;P022;P025;P041;P044;P048;P056;P064;P071;P072;P077;P087;P098;P111;P116;P121;P124;P126;P131
308,21,P004;P015;P018;P022;P037;P041;P044;P048;P056;P064;P071;P072;P082;P087;P098;P111;P116;P121;P124;P126;P131
309,21,P005;P007;P008;P013;P015;P022;P037;P041;P048;P056;P071;P072;P087;P092;P098;P111;P116;P121;P126;P131;P133
310,21,P005;P007;P013;P015;P022;P043;P044;P071;P072;P081;P092;P094;P099;P104;P111;P116;P121;P124;P126;P132;P133
311,21,P007;P013;P015;P025;P043;P044;P048;P056;P058;P071;P072;P077;P091;P092;P104;P111;P116;P121;P124;P126;P131
312,20,P001;P004;P007;P013;P015;P018;P022;P030;P054;P070;P072;P092;P094;P098;P099;P103;P111;P116;P117;P131
313,20,P001;P004;P007;P013;P015;P018;P022;P037;P048;P052;P072;P081;P087;P092;P094;P098;P103;P111;P126;P131
314,20,P001;P004;P015;P018;P022;P025;P035;P041;P048;P056;P064;P072;P087;P098;P103;P111;P116;P121;P126;P131
315,20,P001;P007;P008;P013;P015;P022;P037;P048;P056;P071;P072;P087;P092;P104;P111;P116;P121;P126;P131;P133
316,20,P001;P008;P015;P022;P025;P041;P048;P056;P064;P071;P072;P077;P087;P098;P111;P116;P121;P122;P126;P131
317,20,P001;P008;P015;P025;P041;P048;P056;P064;P071;P072;P077;P080;P087;P098;P111;P116;P121;P122;P126;P131
318,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
319,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
320,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
321,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
322,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
323,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
324,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
325,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
326,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
327,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
328,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
329,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
330,20,P004;P015;P018;P022;P035;P037;P041;P048;P056;P060;P064;P072;P082;P087;P098;P111;P116;P121;P126;P131
331,20,P004;P015;P018;P022;P037;P041;P048;P056;P060;P064;P071;P072;P082;P087;P098;P111;P116;P121;P126;P131
332,20,P005;P007;P008;P013;P015;P022;P037;P048;P056;P071;P072;P087;P092;P104;P111;P116;P121;P126;P131;P133
333,20,P005;P007;P015;P025;P031;P041;P071;P072;P077;P087;P088;P092;P094;P098;P099;P106;P111;P116;P126;P131
334,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
335,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
336,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
337,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
338,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
339,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
340,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
341,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
342,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
343,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
344,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
345,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
346,20,P005;P015;P025;P041;P043;P047;P049;P055;P056;P062;P071;P080;P088;P091;P094;P099;P116;P117;P122;P133
347,20,P005;P015;P025;P041;P043;P047;P049;P055;P056;P071;P072;P080;P088;P091;P094;P099;P116;P117;P122;P133
348,19,P001;P004;P007;P013;P015;P018;P022;P030;P048;P052;P072;P081;P092;P094;P098;P103;P111;P126;P131
349,19,P001;P004;P007;P013;P015;P018;P022;P030;P052;P054;P072;P081;P092;P094;P098;P103;P111;P126;P131
350,19,P001;P004;P007;P013;P015;P018;P025;P059;P066;P078;P081;P087;P092;P094;P098;P099;P116;P117;P126
351,19,P001;P004;P007;P013;P015;P018;P030;P054;P070;P072;P086;P092;P094;P099;P103;P111;P116;P117;P131
352,19,P001;P015;P041;P044;P048;P056;P064;P071;P072;P080;P082;P087;P098;P103;P111;P116;P121;P126;P131
353,19,P004;P007;P013;P015;P018;P025;P059;P066;P078;P081;P087;P092;P094;P098;P099;P106;P116;P117;P126
354,19,P005;P015;P020;P025;P040;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P100;P116;P122;P133
355,19,P005;P015;P020;P025;P040;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P100;P116;P122;P133
356,19,P005;P015;P020;P025;P041;P047;P049;P055;P062;P071;P080;P088;P091;P094;P099;P116;P117;P122;P133
357,19,P005;P015;P020;P025;P041;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P116;P117;P122;P133
358,19,P005;P015;P020;P025;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P100;P116;P117;P122;P133
359,19,P005;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P100;P116;P117;P122;P133
360,19,P015;P025;P041;P044;P048;P056;P064;P071;P072;P077;P080;P087;P098;P111;P116;P121;P124;P126;P131
361,18,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P086;P094;P096;P101;P103;P111;P116;P126
362,18,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P094;P096;P101;P103;P111;P116;P126;P134
363,18,P001;P004;P007;P013;P015;P018;P022;P030;P052;P054;P070;P072;P092;P094;P098;P103;P111;P131
364,18,P001;P008;P015;P022;P037;P041;P048;P056;P064;P071;P072;P087;P098;P111;P116;P121;P126;P131
365,18,P001;P008;P015;P025;P048;P056;P058;P064;P071;P072;P077;P080;P098;P111;P116;P121;P126;P131
366,18,P001;P015;P025;P044;P048;P056;P058;P064;P071;P072;P077;P080;P098;P111;P116;P121;P126;P131
367,18,P005;P007;P013;P015;P025;P048;P049;P059;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126
368,18,P005;P007;P013;P015;P025;P048;P049;P071;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126
369,18,P005;P007;P013;P015;P025;P048;P059;P066;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126
370,18,P015;P025;P044;P048;P056;P058;P064;P071;P072;P077;P080;P098;P111;P116;P121;P124;P126;P131
371,18,P015;P041;P044;P048;P056;P064;P071;P072;P080;P082;P087;P098;P111;P116;P121;P124;P126;P131
372,17,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P086;P092;P094;P103;P111;P116;P126
373,17,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P092;P094;P098;P103;P111;P116;P126
374,17,P001;P004;P007;P009;P013;P015;P018;P054;P081;P086;P092;P094;P103;P111;P116;P123;P126
375,17,P001;P004;P007;P009;P013;P015;P018;P054;P081;P086;P094;P101;P103;P111;P116;P123;P126
376,17,P001;P004;P007;P009;P013;P015;P018;P054;P081;P092;P094;P098;P103;P111;P116;P123;P126
377,17,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P092;P094;P103;P111;P116;P126;P134
378,17,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P092;P094;P105;P111;P116;P126;P134
379,17,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P094;P101;P105;P111;P116;P126;P134
380,17,P001;P004;P007;P009;P015;P018;P054;P081;P086;P092;P094;P103;P111;P116;P123;P126;P134
381,17,P001;P004;P007;P009;P015;P018;P054;P081;P086;P092;P094;P105;P111;P116;P123;P126;P134
382,17,P001;P004;P007;P009;P015;P018;P054;P081;P086;P094;P101;P103;P111;P116;P123;P126;P134
383,17,P001;P004;P007;P009;P015;P018;P054;P081;P086;P094;P101;P105;P111;P116;P123;P126;P134
384,17,P001;P004;P007;P015;P018;P054;P059;P081;P086;P092;P094;P103;P111;P116;P117;P126;P134
385,17,P001;P007;P022;P028;P043;P048;P072;P081;P087;P088;P092;P116;P117;P121;P122;P131;P133
386,17,P005;P007;P013;P015;P036;P037;P048;P066;P072;P079;P081;P087;P088;P099;P106;P111;P126
387,17,P005;P007;P013;P015;P036;P037;P048;P071;P072;P079;P081;P087;P088;P099;P106;P111;P126
388,17,P005;P007;P013;P015;P037;P048;P066;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126
389,17,P005;P007;P013;P015;P037;P048;P071;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126
390,17,P005;P007;P022;P028;P043;P048;P072;P081;P087;P088;P092;P116;P117;P121;P122;P131;P133
391,16,P001;P004;P007;P015;P018;P054;P059;P081;P086;P092;P094;P099;P105;P111;P116;P126
392,16,P001;P004;P015;P018;P022;P037;P048;P052;P064;P072;P087;P098;P103;P111;P126;P131
393,16,P001;P007;P008;P022;P028;P043;P048;P072;P087;P092;P116;P117;P121;P122;P131;P133
394,16,P002;P004;P007;P009;P013;P015;P018;P059;P081;P092;P094;P098;P103;P111;P116;P126
395,16,P002;P004;P007;P009;P013;P015;P018;P081;P092;P094;P098;P103;P111;P116;P123;P126
396,16,P005;P007;P008;P022;P028;P043;P048;P072;P087;P092;P116;P117;P121;P122;P131;P133
397,16,P005;P007;P015;P025;P031;P046;P087;P088;P092;P098;P099;P106;P111;P116;P126;P131
398,15,P001;P003;P004;P009;P015;P018;P054;P081;P086;P092;P105;P111;P123;P126;P134
399,14,P001;P007;P008;P013;P024;P043;P045;P056;P058;P077;P092;P104;P108;P111
400,14,P002;P004;P007;P009;P015;P018;P059;P081;P092;P094;P105;P111;P116;P126
401,14,P002;P004;P007;P009;P015;P018;P081;P092;P094;P105;P111;P116;P123;P126
402,14,P002;P004;P007;P015;P018;P059;P081;P092;P094;P099;P105;P111;P116;P126
403,14,P002;P005;P018;P041;P056;P072;P077;P088;P106;P111;P117;P126;P128;P131
404,14,P005;P018;P041;P049;P056;P072;P077;P088;P106;P111;P117;P126;P128;P131
405,14,P015;P025;P071;P072;P086;P088;P094;P099;P100;P109;P116;P117;P122;P133
406,14,P015;P040;P049;P055;P071;P072;P086;P088;P091;P094;P099;P100;P122;P135
407,13,P001;P003;P004;P015;P018;P054;P081;P086;P092;P099;P105;P111;P126
408,13,P001;P003;P004;P015;P018;P054;P081;P086;P092;P099;P111;P117;P126
409,13,P001;P003;P004;P015;P018;P054;P081;P086;P092;P111;P117;P126;P134
410,13,P001;P007;P008;P013;P024;P043;P045;P053;P056;P058;P077;P092;P111
411,13,P001;P007;P008;P013;P024;P043;P045;P056;P077;P092;P104;P108;P115
412,13,P002;P004;P015;P018;P081;P084;P092;P094;P098;P099;P116;P117;P131
413,13,P002;P005;P007;P013;P015;P072;P081;P092;P093;P094;P098;P103;P116
414,12,P002;P003;P004;P009;P015;P018;P081;P092;P105;P111;P123;P126
415,12,P004;P005;P015;P025;P046;P051;P087;P092;P098;P099;P106;P126
416,12,P004;P015;P018;P078;P081;P084;P092;P094;P098;P099;P116;P117
417,12,P004;P015;P021;P025;P066;P078;P087;P098;P099;P106;P117;P126
418,12,P005;P007;P013;P015;P043;P072;P081;P092;P093;P094;P098;P116
419,12,P005;P015;P025;P031;P046;P051;P087;P092;P098;P099;P106;P126
420,12,P015;P025;P030;P072;P086;P088;P094;P099;P109;P116;P117;P133
421,12,P015;P049;P055;P071;P072;P077;P088;P091;P094;P099;P122;P135
422,11,P001;P003;P004;P009;P015;P018;P034;P081;P105;P126;P134
423,11,P002;P003;P004;P015;P018;P081;P092;P099;P105;P111;P126
424,11,P002;P003;P004;P015;P018;P081;P092;P099;P111;P117;P126
425,11,P004;P015;P021;P025;P051;P078;P087;P098;P099;P106;P126
426,11,P004;P015;P025;P051;P078;P087;P092;P098;P099;P106;P126
427,11,P015;P030;P054;P070;P072;P086;P094;P099;P109;P116;P117
428,11,P015;P055;P080;P087;P091;P092;P094;P099;P102;P122;P133
429,10,P001;P003;P004;P015;P018;P034;P081;P099;P105;P126
430,10,P001;P003;P004;P015;P018;P034;P081;P099;P117;P126
431,10,P001;P003;P004;P015;P018;P034;P081;P117;P126;P134
432,10,P002;P003;P004;P009;P015;P018;P034;P081;P105;P126
433,10,P002;P003;P004;P015;P018;P034;P081;P084;P099;P117
434,10,P002;P003;P004;P015;P018;P034;P081;P099;P105;P126
435,10,P002;P003;P004;P015;P018;P034;P081;P099;P117;P126
436,10,P002;P003;P004;P015;P018;P081;P084;P092;P099;P117
437,10,P004;P009;P015;P018;P069;P081;P092;P105;P123;P134
438,10,P004;P013;P018;P022;P043;P060;P087;P092;P119;P133
439,10,P004;P015;P055;P087;P091;P092;P094;P099;P102;P133
440,10,P005;P025;P031;P046;P051;P092;P098;P099;P113;P126
441,10,P005;P025;P031;P046;P092;P098;P099;P113;P126;P131
442,10,P018;P048;P052;P064;P085;P087;P098;P103;P126;P131
443,10,P018;P048;P052;P081;P085;P087;P098;P103;P126;P131
444,10,P018;P048;P064;P077;P085;P087;P098;P103;P126;P131
445,10,P018;P048;P077;P081;P085;P087;P098;P103;P126;P131
446,9,P001;P007;P008;P013;P037;P056;P092;P104;P115
447,9,P004;P013;P022;P043;P055;P087;P092;P119;P133
448,9,P018;P048;P060;P064;P085;P087;P098;P126;P131
449,9,P018;P048;P060;P081;P085;P087;P098;P126;P131
450,8,P002;P003;P004;P015;P034;P042;P084;P099
451,8,P002;P003;P004;P015;P034;P042;P099;P105
452,8,P004;P015;P027;P087;P088;P099;P106;P126
453,7,P001;P013;P018;P039;P101;P103;P116
454,7,P002;P003;P004;P015;P042;P105;P123
455,7,P004;P055;P087;P092;P102;P119;P133
456,7,P029;P044;P077;P092;P121;P126;P133
457,7,P029;P044;P092;P121;P126;P132;P133
458,6,P002;P012;P034;P042;P084;P099
459,6,P002;P012;P034;P081;P084;P099
460,6,P032;P040;P086;P097;P100;P135
461,6,P040;P049;P086;P097;P100;P135
462,6,P049;P091;P094;P099;P114;P122
463,5,P007;P037;P067;P104;P115
464,4,P002;P015;P042;P093
465,4,P013;P038;P066;P081
466,4,P016;P041;P053;P103
467,4,P032;P086;P100;P109
468,3,P006;P092;P117
469,3,P112;P117;P126
470,2,P005;P014
471,2,P067;P114
472,2,P069;P073
473,2,P078;P130
474,2,P093;P118
